X,i5,dna_code,m,Method,Order.q,SC,qD,qD.LCL,qD.UCL,unique_site,landuse,location,texture
97,i5,305,31042,Rarefaction,1,0.999640085,85.75040137,84.78561363,86.71518912,27,Arable_field,Nevele,Zand
98,i5,306,31042,Rarefaction,1,0.999856683,57.53216386,56.56435611,58.4999716,47,Forest,Malden,Leem
99,i5,307,31042,Rarefaction,1,0.99978502,65.8494298,64.78917281,66.90968678,47,Forest,Malden,Leem
100,i5,308,31042,Rarefaction,1,0.999621557,79.5856456,78.47049267,80.70079853,27,Arable_field,Nevele,Zand
101,i5,309,31042,Rarefaction,1,0.999910198,85.15088073,83.69143975,86.61032171,37,Forest,Rijswijk,Klei
102,i5,310,31042,Rarefaction,1,0.999437922,152.2166086,150.0814445,154.3517726,41,Food_forest,Etten-Leur,Zand
103,i5,311,31042,Rarefaction,1,0.999617468,99.1133056,97.74811771,100.4784935,51,Grassland,Vaassen,Zand
104,i5,27,31042,Rarefaction,1,0.999495487,104.6221333,103.2364636,106.0078031,5,Forest,Vlaardingen,Klei
105,i5,312,31042,Rarefaction,1,0.999469907,175.7592429,173.2088459,178.3096399,41,Food_forest,Etten-Leur,Zand
106,i5,313,31042,Rarefaction,1,0.999646091,118.2417638,116.8014839,119.6820438,38,Grassland,Oostwaard,Klei
107,i5,314,31042,Rarefaction,1,0.999462628,86.52002227,85.35527651,87.68476803,51,Grassland,Vaassen,Zand
108,i5,315,31042,Rarefaction,1,0.999652404,73.7294745,72.68154295,74.77740605,44,Arable_field,Etten-Leur,Zand
109,i5,316,31042,Rarefaction,1,0.999382995,118.1826111,116.8004454,119.5647768,40,Food_forest,Oostwaard,Klei
110,i5,317,31042,Rarefaction,1,0.999599348,36.79702536,35.98721946,37.60683127,39,Forest,Oostwaard,Klei
111,i5,318,31042,Rarefaction,1,0.999459741,86.00737388,85.17231007,86.8424377,51,Grassland,Vaassen,Zand
112,i5,319,31042,Rarefaction,1,0.999914083,82.02915557,81.03101105,83.02730009,49,Forest,Vaassen,Zand
113,i5,320,31042,Rarefaction,1,0.998696286,151.5200935,149.5689646,153.4712224,30,Food_forest,Houthulst,Leem
114,i5,321,31042,Rarefaction,1,0.999728296,48.12439461,47.22410889,49.02468033,33,Arable_field,Houthulst,Leem
115,i5,158,31042,Rarefaction,1,0.99990222,154.8185536,153.0380924,156.5990147,10,Food_forest,Boelenslaan,Zand
116,i5,322,31042,Rarefaction,1,0.999664291,152.0581316,150.4543603,153.6619029,39,Forest,Oostwaard,Klei
117,i5,323,31042,Rarefaction,1,0.999730348,102.4515759,100.8343281,104.0688237,46,Food_forest,Malden,Leem
118,i5,324,31042,Rarefaction,1,0.999896963,59.17386835,58.26560189,60.08213481,49,Forest,Vaassen,Zand
119,i5,325,31042,Rarefaction,1,0.999532237,24.86341365,24.31795841,25.4088689,37,Forest,Rijswijk,Klei
120,i5,326,31042,Rarefaction,1,0.999166988,231.0310752,228.3754091,233.6867414,46,Food_forest,Malden,Leem
121,i5,327,31042,Rarefaction,1,0.999483462,61.23132834,60.12216817,62.34048851,29,Grassland,Nevele,Zand
122,i5,378,31042,Rarefaction,1,0.999693063,120.3362375,119.0256165,121.6468585,52,Arable_field,Vaassen,Zand
123,i5,29,31042,Rarefaction,1,0.999948029,55.42343124,54.52206058,56.32480191,18,Grassland,Sint-Truiden,Leem
124,i5,329,31042,Rarefaction,1,0.999499355,89.84727288,88.40605178,91.28849398,31,Grassland,Houthulst,Leem
125,i5,330,31042,Rarefaction,1,0.99969345,146.5706416,144.6917284,148.4495547,43,Forest,Etten-Leur,Zand
126,i5,331,31042,Rarefaction,1,0.999915503,100.4978756,99.26693226,101.728819,44,Arable_field,Etten-Leur,Zand
127,i5,332,31042,Rarefaction,1,0.999204327,151.2435671,148.7320312,153.755103,41,Food_forest,Etten-Leur,Zand
128,i5,333,31042,Rarefaction,1,0.999918452,42.06958116,41.50234671,42.63681561,49,Forest,Vaassen,Zand
129,i5,334,31042,Rarefaction,1,0.999771526,43.04339218,42.30711591,43.77966846,33,Arable_field,Houthulst,Leem
130,i5,335,31042,Rarefaction,1,0.999620427,54.54621132,53.39212422,55.70029841,40,Food_forest,Oostwaard,Klei
131,i5,336,31042,Rarefaction,1,0.999236344,160.9767261,158.5244948,163.4289573,26,Food_forest,Nevele,Zand
132,i5,337,31042,Rarefaction,1,0.999004563,186.303457,183.4476273,189.1592867,30,Food_forest,Houthulst,Leem
133,i5,338,31042,Rarefaction,1,0.999701967,75.0477256,73.90922506,76.18622614,52,Arable_field,Vaassen,Zand
134,i5,159,31042,Rarefaction,1,0.999912572,106.5432661,104.5373356,108.5491966,21,Food_forest,Amsterdam,Klei
135,i5,380,31042,Rarefaction,1,0.999344927,219.2819347,216.1635255,222.4003439,50,Food_forest,Vaassen,Zand
136,i5,381,31042,Rarefaction,1,0.999516898,127.0072596,125.2495447,128.7649745,29,Grassland,Nevele,Zand
137,i5,341,31042,Rarefaction,1,0.999724099,51.16317139,50.25739113,52.06895164,33,Arable_field,Houthulst,Leem
138,i5,342,31042,Rarefaction,1,0.999455121,183.4742044,181.13696,185.8114489,50,Food_forest,Vaassen,Zand
139,i5,343,31042,Rarefaction,1,0.999759206,79.52391255,78.57119062,80.47663449,27,Arable_field,Nevele,Zand
140,i5,344,31042,Rarefaction,1,0.99975648,163.8835742,161.8584685,165.9086799,43,Forest,Etten-Leur,Zand
141,i5,345,31042,Rarefaction,1,0.999667912,125.1443132,123.1597036,127.1289229,40,Food_forest,Oostwaard,Klei
142,i5,346,31042,Rarefaction,1,0.999824425,55.27056143,54.1549989,56.38612396,36,Arable_field,Rijswijk,Klei
143,i5,347,31042,Rarefaction,1,0.999553785,149.0017327,146.8479045,151.1555609,30,Food_forest,Houthulst,Leem
144,i5,348,31042,Rarefaction,1,0.999704651,52.03792569,51.26249657,52.81335481,47,Forest,Malden,Leem
145,i5,31,31042,Rarefaction,1,0.999889983,80.81169753,79.43984747,82.18354759,23,Forest,Swalmen,Zand
146,i5,349,31042,Rarefaction,1,0.999565456,162.8060086,160.1171651,165.4948522,34,Grassland,Rijswijk,Klei
147,i5,350,31042,Rarefaction,1,0.999605685,123.5575425,122.1421415,124.9729434,42,Grassland,Etten-Leur,Zand
148,i5,351,31042,Rarefaction,1,0.999868585,101.9351507,100.7752221,103.0950792,51,Grassland,Vaassen,Zand
149,i5,352,31042,Rarefaction,1,0.999874602,140.5343788,138.7722972,142.2964605,28,Forest,Nevele,Zand
150,i5,353,31042,Rarefaction,1,0.999173075,125.0445483,123.1882359,126.9008606,32,Forest,Houthulst,Leem
151,i5,354,31042,Rarefaction,1,0.999428332,102.5823421,101.1884714,103.9762129,34,Grassland,Rijswijk,Klei
152,i5,355,31042,Rarefaction,1,0.99984518,98.94254284,97.38783134,100.4972543,28,Forest,Nevele,Zand
153,i5,356,31042,Rarefaction,1,0.999810503,122.2494867,120.6109311,123.8880423,42,Grassland,Etten-Leur,Zand
154,i5,357,31042,Rarefaction,1,0.999696089,142.6610556,140.4037687,144.9183424,50,Food_forest,Vaassen,Zand
155,i5,382,31042,Rarefaction,1,0.999739243,45.63062677,44.89902031,46.36223323,52,Arable_field,Vaassen,Zand
156,i5,160,31042,Rarefaction,1,0.999858663,116.171538,114.5866132,117.7564627,8,Food_forest,Boelenslaan,Zand
157,i5,161,31042,Rarefaction,1,0.99956684,120.1934507,118.3486788,122.0382225,1,Food_forest,Haarzuilens,Klei
158,i5,34,31042,Rarefaction,1,0.999980368,22.08125929,21.60420639,22.55831219,21,Food_forest,Amsterdam,Klei
159,i5,162,31042,Rarefaction,1,0.999763791,103.1224882,101.5682448,104.6767316,11,Forest,Boelenslaan,Zand
160,i5,36,31042,Rarefaction,1,0.999786469,50.21710641,49.20320726,51.23100557,2,Grassland,Haarzuilens,Klei
161,i5,37,31042,Rarefaction,1,0.999808841,97.40809316,96.14010418,98.67608215,22,Forest,Amsterdam,Klei
162,i5,38,31042,Rarefaction,1,0.999926258,114.7033892,113.0508582,116.3559202,9,Grassland,Boelenslaan,Zand
163,i5,39,31042,Rarefaction,1,0.999832909,45.3911975,44.73549526,46.04689975,18,Grassland,Sint-Truiden,Leem
164,i5,40,31042,Rarefaction,1,0.999552728,155.6475149,153.0777497,158.2172802,25,Food_forest,Swalmen,Zand
165,i5,163,31042,Rarefaction,1,0.999863592,55.49546256,54.44279818,56.54812695,11,Forest,Boelenslaan,Zand
166,i5,164,31042,Rarefaction,1,1,45.39692479,44.73314818,46.0607014,20,Grassland,Amsterdam,Klei
167,i5,43,31042,Rarefaction,1,0.999780804,36.96239775,36.39976237,37.52503314,4,Arable_field,Haarzuilens,Klei
168,i5,359,31042,Rarefaction,1,0.999892402,28.9208559,28.39238487,29.44932693,24,Grassland,Swalmen,Zand
169,i5,166,31042,Rarefaction,1,0.999919311,128.0147876,126.1257852,129.90379,21,Food_forest,Amsterdam,Klei
170,i5,167,31042,Rarefaction,1,0.999976603,104.5836174,102.9239034,106.2433313,15,Food_forest,Groesbeek,Leem
171,i5,47,31042,Rarefaction,1,0.999709206,72.47780702,71.07631629,73.87929776,17,Forest,Sint-Truiden,Leem
172,i5,48,31042,Rarefaction,1,0.999778784,104.6716955,103.1544141,106.1889769,9,Grassland,Boelenslaan,Zand
173,i5,49,31042,Rarefaction,1,0.999904439,131.2518861,129.0453138,133.4584585,6,Grassland,Vlaardingen,Klei
174,i5,50,31042,Rarefaction,1,0.999898471,85.47892831,83.86182912,87.0960275,10,Food_forest,Boelenslaan,Zand
175,i5,168,31042,Rarefaction,1,0.999877377,80.87795414,79.94226852,81.81363975,19,Arable_field,Sint-Truiden,Leem
176,i5,52,31042,Rarefaction,1,0.999969595,83.85548734,82.54765293,85.16332176,20,Grassland,Amsterdam,Klei
177,i5,53,31042,Observed,1,1,118.418349,116.4227968,120.4139012,6,Grassland,Vlaardingen,Klei
178,i5,54,31042,Rarefaction,1,0.999966802,62.17274234,60.50732282,63.83816186,7,Food_forest,Vlaardingen,Klei
179,i5,55,31042,Rarefaction,1,0.999662979,93.04042525,91.73588998,94.34496052,7,Food_forest,Vlaardingen,Klei
180,i5,56,31042,Rarefaction,1,0.999665097,77.06391461,75.97662845,78.15120076,12,Arable_field,Groesbeek,Leem
