code,Bacteria_total,Microbial,AMF_PLFA,Actinobacteria_total,Fungi_total,Total_PLFA,AMF_NLFA,site,location,landuse
VB228,30.44890314,10.02513571,3.327346671,5.350150786,1.816303917,45.01255407,17.1544876,AL,Oostwaard,Grassland
VB229,20.98898259,6.357195169,1.752960112,3.177046292,2.004269438,30.65663517,0.579912788,AM,Oostwaard,Forest
VB230,21.21311198,7.70349282,1.609731064,3.414643303,1.748412426,31.84021336,1.015960164,AM,Oostwaard,Forest
VB231,15.07035703,5.493684182,1.203105367,2.456674639,1.470334681,22.90717206,0.452533335,AM,Oostwaard,Forest
VB232,15.15836425,5.020448533,1.318813938,2.381754518,0.772950772,21.9454051,0.486764058,AM,Oostwaard,Forest
VB233,15.78703188,5.732981766,1.413246668,2.597174064,1.937214536,24.53849521,0.968631621,AM,Oostwaard,Forest
VB234,21.14230138,6.895243813,1.625233352,3.314023315,2.321761931,31.58763592,0.940426765,AM,Oostwaard,Forest
VB235,12.49589035,5.557274841,0.965342861,2.090246526,1.242294827,19.9314238,0.612460457,AN,Oostwaard,Food_forest
VB236,15.143567,6.095233849,1.314025452,2.787117142,1.387795302,23.57984093,0.796764154,AN,Oostwaard,Food_forest
VB237,24.04445941,8.119419612,2.071751063,4.214360062,1.357548064,35.16465635,2.217508789,AN,Oostwaard,Food_forest
VB238,28.65043403,9.651084595,2.427163723,4.982133506,1.164071406,41.30668813,3.023429994,AN,Oostwaard,Food_forest
VB239,29.13788822,8.730028765,2.839823828,5.023140855,1.422071476,41.60935788,5.33442695,AN,Oostwaard,Food_forest
VB240,25.65423751,7.806501206,2.523393624,4.413956289,1.492465997,37.04202269,3.078062308,AN,Oostwaard,Food_forest
VB241,10.78866201,5.627433914,1.024240064,1.603465479,0.609834889,17.76526732,0.738957585,AO,Etten-Leur,Food_forest
VB242,11.35106665,6.614386447,0.899877532,1.996925683,0.765755658,19.34564743,0.562147538,AO,Etten-Leur,Food_forest
VB243,11.17298976,5.78841638,0.97688017,1.743811378,0.549572283,18.19640003,0.605069428,AO,Etten-Leur,Food_forest
VB244,11.41599512,6.390597659,0.874318032,1.977573958,0.725438174,19.11420738,0.482428959,AO,Etten-Leur,Food_forest
VB245,10.75078401,6.406998042,0.837245481,1.970057018,0.677386797,18.37339808,0.662071589,AO,Etten-Leur,Food_forest
VB246,12.33865837,7.298156871,0.852271553,2.161924408,1.287049709,21.42113415,0.635783664,AO,Etten-Leur,Food_forest
VB247,16.5817642,8.262444402,1.237039939,3.091953537,0.497659746,26.21180344,2.022391461,AP,Etten-Leur,Grassland
VB248,14.34216296,7.61101997,0.904271272,2.757396492,0.45676214,22.94661956,1.135293157,AP,Etten-Leur,Grassland
VB249,16.41731326,8.087743518,1.227451259,3.076566887,0.464110924,25.82899425,2.508094178,AP,Etten-Leur,Grassland
VB250,16.84791294,8.394155378,1.241892856,3.021289078,0.502825729,26.61508599,2.08336176,AP,Etten-Leur,Grassland
VB251,14.78623189,7.485157421,1.052848576,2.712243878,0.471464268,23.46461769,1.699611776,AP,Etten-Leur,Grassland
VB252,15.56390647,8.069854234,1.175326178,2.453089041,0.579036842,25.01719509,1.171999345,AP,Etten-Leur,Grassland
VB253,8.988887896,4.374622253,0.427288685,1.601767372,0.552762347,14.09713543,0.127870756,AQ,Etten-Leur,Forest
VB254,11.23169661,6.199574473,0.518411276,2.108972656,1.405707914,19.01525989,0.340446266,AQ,Etten-Leur,Forest
VB255,9.372364868,5.263080889,0.452263146,2.073048048,1.024428614,15.83657253,0.109378699,AQ,Etten-Leur,Forest
VB256,11.08170227,5.449641349,0.650515083,1.788629655,1.466240346,18.33029891,0.327171657,AQ,Etten-Leur,Forest
VB257,11.56620579,5.69589967,0.637286119,1.890367515,0.907574784,18.47716459,0.125534825,AQ,Etten-Leur,Forest
VB258,7.935790648,4.455243971,0.353342791,1.597253638,0.879751439,13.36092453,0.048194532,AQ,Etten-Leur,Forest
VB259,8.631812187,5.642602223,0.713432465,1.854924409,0.409322869,15.10170781,0.388113304,AR,Etten-Leur,Arable_field
VB260,11.21855516,6.180936847,0.804863229,2.214405756,1.058704709,18.9607203,0.491296234,AR,Etten-Leur,Arable_field
VB261,10.7629747,6.203036955,0.838115577,2.040682582,0.650367871,18.1329925,0.449795229,AR,Etten-Leur,Arable_field
VB262,11.43378689,5.788442583,0.867973153,2.184008123,0.383550299,18.15823295,0.452497303,AR,Etten-Leur,Arable_field
VB263,10.75408795,5.931191279,0.814671277,2.028670285,0.499693523,17.68786944,0.446205195,AR,Etten-Leur,Arable_field
VB264,10.23482111,5.889998127,0.760802337,1.953729926,0.594499589,17.16322932,0.23240455,AR,Etten-Leur,Arable_field
VB265,21.65369805,10.23310234,1.416761892,3.66241767,1.009453345,33.87799331,NA,AS,Malden,Grassland
VB266,19.3050887,8.68065822,1.436104679,3.264393996,0.840395652,29.90893805,4.239313757,AS,Malden,Grassland
VB267,19.12843021,8.89582376,1.521668808,3.31002184,1.08018316,30.24512847,5.734283902,AS,Malden,Grassland
VB268,19.68261142,9.0966586,1.541550157,3.491521721,1.46729172,31.43332158,4.39667767,AS,Malden,Grassland
VB269,20.14707497,9.243102495,1.380175965,3.518575182,0.916623194,31.27932972,3.607681581,AS,Malden,Grassland
VB270,18.71773755,7.988960874,1.58862228,3.224333208,0.964078108,28.90995148,7.006430809,AS,Malden,Grassland
VB271,18.65928001,8.493562026,1.326321998,3.054741615,1.48235988,29.54442265,NA,AT,Malden,Food_forest
VB272,20.75757713,8.647867283,1.818530058,3.28973539,1.23378037,32.0492595,2.151378788,AT,Malden,Food_forest
VB273,20.68921918,8.586838063,1.53830177,3.338356459,1.528905511,31.95399095,1.369494856,AT,Malden,Food_forest
VB274,13.58952805,6.247721018,0.991753589,2.121764813,1.044008443,21.55948197,0.80563051,AT,Malden,Food_forest
VB275,21.24021663,9.467006995,1.449073571,3.6518296,1.644472727,33.37713142,NA,AT,Malden,Food_forest
VB276,18.9756536,8.148345273,1.421818473,3.028393018,1.404748618,29.55093055,1.042440814,AT,Malden,Food_forest
VB277,10.34495654,4.313539404,0.304496803,3.028106645,0.957131645,15.64240744,0.200651341,AU,Malden,Forest
VB278,10.09702707,4.049159468,0.357129575,2.932114974,1.125161075,15.37787774,0.646972388,AU,Malden,Forest
VB279,23.84617146,14.10027564,0.761931178,4.233835488,2.34037965,40.08326603,0.293273665,AU,Malden,Forest
VB280,11.47497519,4.297059845,0.368541875,3.525371224,0.997485404,16.84911165,NA,AU,Malden,Forest
VB281,7.492469792,3.321523115,0.268907188,2.112017825,1.001765832,11.89192987,0.662721712,AU,Malden,Forest
VB282,19.1474458,7.634769161,0.797347528,5.249389647,1.789034635,28.94660261,1.694544966,AU,Malden,Forest
VB283,8.457026844,3.996399319,0.866783579,1.311949271,0.46310688,13.54335325,0.745991107,AV,Malden,Arable_field
VB284,7.469316744,3.625651844,0.750012294,1.149307939,0.483420246,12.11868205,0.551183026,AV,Malden,Arable_field
VB285,8.728168541,3.961120661,0.899990769,1.321534832,0.638703126,14.01082403,0.661170517,AV,Malden,Arable_field
VB286,8.125266396,4.230921004,0.826541427,1.367269464,0.521968084,13.46743869,1.664091602,AV,Malden,Arable_field
VB287,6.184691674,2.758038179,0.58155603,1.038907479,0.34011161,9.707690778,0.668046242,AV,Malden,Arable_field
VB288,11.35780562,5.162071126,1.021171965,2.00695163,0.622488109,17.88143936,3.710551138,AV,Malden,Arable_field
VB289,5.549322257,2.168461756,0.167261541,1.460816774,0.625498781,8.343282794,0.056380457,AW,Vaassen,Forest
VB290,5.864625234,2.591430519,0.144102912,1.691695529,0.907000681,9.309774685,0.124211998,AW,Vaassen,Forest
VB291,5.529971758,2.264900919,0.148412311,1.5486502,0.555854804,8.324916644,0.173115296,AW,Vaassen,Forest
VB292,7.849965891,3.278975778,0.280588972,1.881468688,0.535076644,11.6857694,0.195943777,AW,Vaassen,Forest
VB293,8.683073614,3.648322496,0.300631464,2.122039677,0.779659622,13.14299094,0.211727487,AW,Vaassen,Forest
VB294,6.602803115,2.723942864,0.236428497,1.622042779,0.568861293,9.938594272,0.229618542,AW,Vaassen,Forest
VB295,13.33136466,6.385647639,1.114784369,1.938289825,0.965932278,21.42185064,0.886276247,AX,Vaassen,Food_forest
VB296,10.35647934,5.691299897,0.808193058,1.42802676,0.859663348,17.41886014,1.31799597,AX,Vaassen,Food_forest
VB297,9.347459299,5.443344604,0.762142964,1.409715418,0.42465809,15.70238666,3.212875862,AX,Vaassen,Food_forest
VB298,9.84464488,5.471436469,0.79437459,1.464304073,0.812004313,16.623792,0.526636131,AX,Vaassen,Food_forest
VB299,11.30451058,6.426773784,0.855878167,1.887288234,1.107004097,19.34438409,0.719294228,AX,Vaassen,Food_forest
VB300,10.57754943,5.779706419,0.852553516,1.665868168,0.849878139,17.76182885,2.541709842,AX,Vaassen,Food_forest
VB301,9.080032713,5.058426529,0.658672665,1.739254907,0.631742266,15.15171549,0.430037658,AY,Vaassen,Grassland
VB302,8.380423746,5.122176962,0.643903153,1.64001649,0.675372104,14.55438988,0.857991429,AY,Vaassen,Grassland
VB303,10.69775376,5.896391141,0.835966106,2.006100955,0.820727141,17.92537739,1.084674102,AY,Vaassen,Grassland
VB304,9.631412004,6.061943018,0.939193114,2.033580531,0.690347075,17.00447931,2.15245051,AY,Vaassen,Grassland
VB305,10.68463069,6.030864269,0.927359028,2.005035076,0.810984562,18.13380877,2.935728414,AY,Vaassen,Grassland
VB306,10.24216347,5.628681443,0.816827123,1.92113496,0.629062966,17.00167311,1.394841703,AY,Vaassen,Grassland
VB307,8.575163932,5.453771103,0.64055623,1.583304282,0.537313638,14.92420657,0.792778535,AZ,Vaassen,Arable_field
VB308,8.349287925,5.149027942,0.65109126,1.497059317,0.492261039,14.38483632,0.506857449,AZ,Vaassen,Arable_field
VB309,7.486426187,4.992715625,0.542686481,1.320978312,0.585042499,13.35405831,0.792347262,AZ,Vaassen,Arable_field
VB310,9.205384409,5.417275485,0.734057357,1.683415602,0.63064512,15.69577377,2.26668572,AZ,Vaassen,Arable_field
VB311,8.781863215,5.354166054,0.658478665,1.617202984,0.788628069,15.30866251,0.452552523,AZ,Vaassen,Arable_field
VB312,9.740301491,6.170281633,0.713434364,1.802810188,0.823083957,17.13808896,0.668945868,AZ,Vaassen,Arable_field
